id_sdm,nama_dosen,judul_kegiatan,tahun_kegiatan,jenis_kegiatan
z362nqLaz9V0FaiBS7rZM7IioSsgEoUKPwh-7xUpg0TeIVgRSz6IkQCOx_x7M-oe1EumIw==,Yuliani Puji Astuti,PENENTUAN SISTEM PEMBELAJARAN DARING DALAM RANGKA SOCIAL DISTANCING UNTUK PENANGGULANGAN WABAH COVID-19 MENGGUNAKAN FUZZY TOPSIS INTUISIONISTIK,2020,Penelitian
z362nqLaz9V0FaiBS7rZM7IioSsgEoUKPwh-7xUpg0TeIVgRSz6IkQCOx_x7M-oe1EumIw==,Yuliani Puji Astuti,Model Penanganan Dua Level Infeksi Tuberkulosis,2019,Penelitian
z362nqLaz9V0FaiBS7rZM7IioSsgEoUKPwh-7xUpg0TeIVgRSz6IkQCOx_x7M-oe1EumIw==,Yuliani Puji Astuti,Analisis Penyebaran Penyakit Campak dengan Vaksinasi pada Tiga Tipe Populasi,2018,Penelitian
z362nqLaz9V0FaiBS7rZM7IioSsgEoUKPwh-7xUpg0TeIVgRSz6IkQCOx_x7M-oe1EumIw==,Yuliani Puji Astuti,Desain Kendali Mobil Robot Beroda Empat dengan Model Pengendali Prediktif,2018,Penelitian
z362nqLaz9V0FaiBS7rZM7IioSsgEoUKPwh-7xUpg0TeIVgRSz6IkQCOx_x7M-oe1EumIw==,Yuliani Puji Astuti,Pengembangan Aplikasi Seleksi Beasiswa Online Berbasis Fuzzy Max-Min untuk Selek,2014,Penelitian
muka79sA18pB3pe4SrgRr3Vt0HBJZlYmwsJ_w5_dn9Aa8K0bgv37-5R59iujvADZvwICsw==,Kartika Chandra Dewi,Analisis dan Pengolahan Data Kesetaraan Gender dalam Pengerjaan Tugas-Tugas Mata Kuliah di Program Studi S1 Sains Data FMIPA Unesa,2025,Penelitian
muka79sA18pB3pe4SrgRr3Vt0HBJZlYmwsJ_w5_dn9Aa8K0bgv37-5R59iujvADZvwICsw==,Kartika Chandra Dewi,Prediksi dan Analisis Banjir di Surabaya berdasarkan Data Iklim dan Media Sosial X dengan Deep Learning,2025,Penelitian
muka79sA18pB3pe4SrgRr3Vt0HBJZlYmwsJ_w5_dn9Aa8K0bgv37-5R59iujvADZvwICsw==,Kartika Chandra Dewi,Optimalisasi Performa TEC untuk Meningkatkan Massa Oksigen O2 pada Proses Pembakaran Motor bakar,2024,Penelitian
muka79sA18pB3pe4SrgRr3Vt0HBJZlYmwsJ_w5_dn9Aa8K0bgv37-5R59iujvADZvwICsw==,Kartika Chandra Dewi,MONITORING DAN MANAJEMEN SISTEM BATERAI MOTOR LISTRIK,2023,Penelitian
Mna8NqQd-HIZcP5ms0bUHAjPiok265H7UWQJ1kRlESL3KFff_eAikGQLTY4i1LtP1L6cCg==,Harmon Prayogi,Deteksi Gempa Berdasarkan Sinyal Seismik Menggunakan Machine Learning,2024,Penelitian
Mna8NqQd-HIZcP5ms0bUHAjPiok265H7UWQJ1kRlESL3KFff_eAikGQLTY4i1LtP1L6cCg==,Harmon Prayogi,Pemodelan Sinyal Gamelan Jawa Timuran Menggunakan Kecerdasan Artifisial,2024,Penelitian
Mna8NqQd-HIZcP5ms0bUHAjPiok265H7UWQJ1kRlESL3KFff_eAikGQLTY4i1LtP1L6cCg==,Harmon Prayogi,Sistem Layanan Persuratan Berbasis Web dengan Digital Signature Menggunakan Algoritma Elliptic Curve Cryptography (ECC),2024,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Analisis dan Pengolahan Data Kesetaraan Gender dalam Pengerjaan Tugas-Tugas Mata Kuliah di Program Studi S1 Sains Data FMIPA Unesa,2025,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Prediksi dan Analisis Banjir di Surabaya berdasarkan Data Iklim dan Media Sosial X dengan Deep Learning,2025,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Analisis Dampak Pembelajaran Flipped Classroom Terhadap Motivasi Dan Hasil Belajar Mahasiswa Pada Perkuliahan Probabilitas Dan Statistika Dengan Independent T Test,2022,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Pontryagin Minimum Principle untuk Kontrol Optimal pada Model Epidemi Covid-19,2021,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Prediksi Ketinggian Air sebagai Deteksi Dini Banjir di Deli Serdang,2021,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Empirical Evaluation on Text Normalisation Using Phrase-Based & Neural Unsupervised Machine Translation Approaches: Study Case Indonesian Political News,2019,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,"Ensemble Machine Learning untuk Prediksi dan Analisis Curah Hujan, Debit Air dan Kejadian Banjir di Deli Serdang",2018,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Optimisasi Pengendalian Penyebaran HIV/AIDS di Sumatera Utara Menggunakan Algoritma Genetika,2018,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Analisis Pengaruh Jalur Masuk Seleksi Penerimaan Mahasiswa Baru Terhadap Prestasi Belajar Mahasiswa Semester 1 Institut Teknologi Del,2017,Penelitian
ConSbraoe-kPnijvmfWAn6r2L3J3ssmTcQAjeeGF5XYuf8BgBPWw8RAy4YccYlx1IlfVdg==,Ike Fitriyaningsih,Analisis dan Peramalan Jumlah Wisatawan di Kawasan Wisata Danau Toba dengan Generalized Space-Time Autoregressive ,2016,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Sistem Multitracking Camera Deteksi dan Peringatan Tindak Kecurangan Peserta Ujian,2025,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Desain dan Implementasi Human-Centered Approach pada Aplikasi Berbasis Web: Education Payment Manager,2024,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Deteksi Gempa Berdasarkan Sinyal Seismik Menggunakan Machine Learning,2024,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Semantic Segmentation of Post-Disaster Area on Remote Sensing Video from Unmanned Aerial Vehicle (UAV) using Super Resolution and Deep Transfer Learning DeepLabV3 Model,2024,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Sistem Pelacakan Objek Bergerak Menggunakan Algoritma Mean Shift dan Optimized Fuzzy Decision Tree Dalam Video Olahraga (Sports Video Tracking),2024,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Smart CCTV Pemantau Ujian untuk Mendeteksi dan Pemberi Peringatan Aktivitas Mencurigakan Peserta Ujian,2024,Penelitian
r4kYPZseLS4O_8GeYN2lB8_zNdk1Vn_XqJYSc_BpHby5Ml6NTRvrqG60g1ntY7cxpBWeyw==,Fadhilah Qalbi Annisa,Identifikasi Kemampuan Belajar Mahasiswa S1 Sains Data Tahun   Pertama Menggunakan Kecerdasan Artifisial,2023,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Deteksi Penyakit Tuberkulosis Berdasarkan Citra X-Rays Menggunakan Data-Efficient Image Transformers,2025,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Sistem Multitracking Camera Deteksi dan Peringatan Tindak Kecurangan Peserta Ujian,2025,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Pemodelan Sinyal Gamelan Jawa Timuran Menggunakan Kecerdasan Artifisial,2024,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Semantic Segmentation of Post-Disaster Area on Remote Sensing Video from Unmanned Aerial Vehicle (UAV) using Super Resolution and Deep Transfer Learning DeepLabV3 Model,2024,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Smart CCTV Berbasis Kecerdasan Artifisial untuk Deteksi Pelecehan Seksual sebagai Upaya Penanggulangan dan Pencegahan Kekerasan Seksual,2024,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Smart CCTV Pemantau Ujian untuk Mendeteksi dan Pemberi Peringatan Aktivitas Mencurigakan Peserta Ujian,2024,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,ANALISIS DATA PUBLIKASI ILMIAH UNESA MENGGUNAKAN ARTIFICIAL INTELLIGENCE DAN TEKNOLOGI APPLICATION PROGRAMMING INTERFACE,2022,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Sistem Cerdas Deteksi dan Peringatan Dini Tindak Kekerasan Pada Anak,2022,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Sistem Cerdas Deteksi dan Peringatan Dini Tindak Kekerasan Pada Anak,2021,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Deteksi Dini PDD Mengunakan Sistem Terintegrasi Eyetracking dan BCI,2020,Penelitian
hwXJMoxdCMhlva9VDB_GRBTGuL3vhcj5AD3vUTlXKvtS1bEF7L54WQxGonTQp-JSDI9Ssg==,Elly Matul Imah,Analisis Proses Kognisi Dalam Memahami Konsep Matematika Berdasarkan Pergerakan Mata Menggunakan Eye-tracker,2019,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Prediksi dan Analisis Banjir di Surabaya berdasarkan Data Iklim dan Media Sosial X dengan Deep Learning,2025,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Sistem Multitracking Camera Deteksi dan Peringatan Tindak Kecurangan Peserta Ujian,2025,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Pemodelan Sinyal Gamelan Jawa Timuran Menggunakan Kecerdasan Artifisial,2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Peramalan Data Hilang menggunakan Model Hybrid Cokriging dan Recurrent Neural Network pada Kasus Curah Hujan di Kota Surabaya,2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Semantic Segmentation of Post-Disaster Area on Remote Sensing Video from Unmanned Aerial Vehicle (UAV) using Super Resolution and Deep Transfer Learning DeepLabV3 Model,2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Sistem Pelacakan Objek Bergerak Menggunakan Algoritma Mean Shift dan Optimized Fuzzy Decision Tree Dalam Video Olahraga (Sports Video Tracking),2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Smart CCTV Berbasis Kecerdasan Artifisial untuk Deteksi Pelecehan Seksual sebagai Upaya Penanggulangan dan Pencegahan Kekerasan Seksual,2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Smart CCTV Pemantau Ujian untuk Mendeteksi dan Pemberi Peringatan Aktivitas Mencurigakan Peserta Ujian,2024,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Analisis Keterlibatan Faktor Kompleksitas Data pada Metode Use Case Points Untuk Estimasi Usaha Pengembangan Perangkat Lunak,2023,Penelitian
ppY4FmVEX7BPXpj7sBVMrA_djPUe-xBeYH5o66FKnfjm3w0leULFmH_wwCnIXpI8iYXxEg==,Riskyana Dewi Intan Puspitasari,Identifikasi Kemampuan Belajar Mahasiswa S1 Sains Data Tahun   Pertama Menggunakan Kecerdasan Artifisial,2023,Penelitian
