ID,Name,Department
6009333,ITA MARDIANI ZAIN,Pendidikan Geografi (S1)
6010860,AGHUS SIFAQ,Manajemen Olahraga (S2)
6009328,MARTINUS LEGOWO,Unknown
6009079,SITI MAHMUDAH,Pendidikan Luar Biasa (S1)
5991551,RADEN SULAIMAN,Matematika (S1)
6756110,BILLY EMIR RIZKANTO,Pendidikan Kepelatihan Olahraga (S1)
74808,A. GRUMMY WAILANDUW,Teknik Mesin (S1)
6757097,FIRA NURAFINI,Ekonomi Islam (S1)
5991270,EVANGELISTA LUS WINDYANA PALUPI,Pendidikan Matematika (S1)
6012135,Raden Roro Dyah Woroharsi Parnaningroem,Sastra Jerman (S1)
6184562,HANNY FERRY FERNANDA,Pendidikan Tata Rias (S1)
6011107,YUNISEFFENDRI,Pendidikan Bahasa Indonesia (S2)
6003753,RAHMAWATI ERMA STANDSYAH,Matematika (S1)
6010116,ANDUN SUDIJANDOKO,Ilmu Keolahragaan (S3)
6010005,SATRIANA FITRI MUSTIKA SARI,Teknik Sipil (D4)
6788656,NUR HAYATI,Kimia (S1)
6160625,YOHAN SUSILO,Pendidikan Bahasa Dan Sastra Jawa (S1)
6893642,VINA FIRMANTY MUSTOFA,Pendidikan Profesi Bidan (Profesi)
5994628,ULHAQ ZUHDI,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6009495,DEWI KOMALASARI,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
6794676,MELDA FADIYAH HIDAYAT,Ilmu Administrasi Negara (S1)
6688591,CANTIKA SARI SIREGAR,Akuntansi (S1)
6659368,EVA FERDITA YUHANTINI,Manajemen Olahraga (S1)
6010659,AGUS PRIHANTO,Teknik Informatika (S1)
6850359,BUDI RACHMAN,Pendidikan Guru Pendidikan Anak Usia Dini (Kampus  (S1)
6765634,ESA PUTRA BAYU GUSTI GINEUNG PATRIDINA,Pendidikan Sejarah (S1)
6067145,MUHAJI,Teknik Mesin (S1)
6164765,WISANTI,Pendidikan Biologi (S1)
6009542,SUPARJI,Pendidikan Vokasi (S3)
5996109,MASPIYAH,Pendidikan Tata Rias (S1)
6010805,AUTAR ABDILLAH,"Pendidikan Seni Drama, Tari Dan Musik (S1)"
6009352,AGUS SUTEDJO,Unknown
6010282,ENDAH RAHMAWATI,Fisika (S1)
5974414,DURROTUN NAFISAH,Pendidikan Guru Sekolah Dasar (S1)
6968416,SITI ZUBAIDAH,Biosains Hewan (S1)
6010476,GALIH WIBISONO,Unknown
260244,IRIN WIDAYATI,Unknown
6758665,CICIK ARISTA,Pendidikan Bahasa Mandarin (S1)
6731182,MUAMAR ZAINUL ARIF,Pendidikan Teknik Mesin (S1)
6796962,JAUHAR WAHYUNI,Ilmu Komunikasi (Kampus Kabupaten Magetan) (S1)
6162500,FIRRE AN SUPRAPTO,Administrasi Publik (S2)
6762308,ALFIN MAULANA,Unknown
6950693,RIZKA MUIZZU APRILIA,Unknown
6849000,DIO ALIF AIRLANGGA DAULAY,Kepelatihan Olahraga (D4)
6813119,MOH FARIH FAHMI,Perekonomian Islam dan Industri Halal (S2)
6011028,RUSMIYATI,Pendidikan Bahasa Jepang (S1)
6910767,RENY AMALIA PERMATA,Sains Aktuaria (S1)
6727570,JOKO WINARKO,Musik (S1)
6011947,TRI HARTUTUK NINGSIH,Teknik Mesin (S1)
6727570,JOKO WINARKO,Musik (S1)
6908115,M MAMDUH WINANGUN,Pendidikan Tata Rias (Kampus Kabupaten Magetan) (S1)
6010411,HERMIEN LAKSMIWATI,Psikologi (S2)
5994210,AHMAD QOSYIM,Pendidikan Ilmu Pengetahuan Alam (S1)
6660408,RAYMOND IVANO AVANDI,Pendidikan Kepelatihan Olahraga (S1)
6788887,FAJAR EKA SAMUDRA,Pendidikan Kepelatihan Olahraga (S1)
6756993,AUDREY GABRIELLA TITALEY,Pendidikan Bahasa Jerman (S1)
6082717,ANAM MIFTAKHUL HUDA,Ilmu Komunikasi (S1)
6010710,JOESOEF ROEPAJADI,Masase (S1)
6010186,MAMIK TRI WEDAWATI,Sastra Inggris (S1)
6010461,LATIF NUR HASAN,Pendidikan Bahasa Dan Sastra Jawa (S1)
6852735,NURINA RIZKA RAMADHANIA,Kimia (S1)
6706086,TESTA ADI NUGRAHA,Ilmu Keolahragaan (S1)
6009326,AGUS PRASTYAWAN,Administrasi Negara (D4)
6160643,YOGIE RISDIANTO,Teknik Sipil (S1)
6010756,DIANA BUDI DARMA,Sastra Inggris (S1)
6869762,ULFA SITI NURAINI,Sains Data (S1)
6009524,SUBANDI,Pendidikan Bahasa Mandarin (S1)
6011620,TRI CAHYO KUSUMANDYOKO,Desain Komunikasi Visual (S1)
6010706,M. JACKY,Sosiologi (S1)
6009524,SUBANDI,Pendidikan Bahasa Mandarin (S1)
6010207,DWI LORRY JUNIARISCA,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (Kampu (S1)"
6008262,SUPRAYITNO,Pendidikan Guru Sekolah Dasar (S1)
6012816,NOORDIANA,Unknown
6731465,TENGSOE TJAHJONO,Unknown
6771253,M. NOER FALAQ AL AMIN,Ilmu Administrasi Negara (S1)
6009298,HANANTO WIDODO,Hukum (S2)
6010837,BAMBANG PURNOMO,Unknown
74362,MOHAMMAD ROKIB,Sastra Indonesia (S1)
6160931,AJENG DIANING KARTIKA,Sastra Jerman (S1)
6793542,YUNI ROSITA DEWI,Sains Data (S1)
6009293,PAMBUDI HANDOYO,Sosiologi (S1)
6010650,AMIRA AGUSTIN KOCIMAHENI,Pendidikan Bahasa Jepang (S1)
6705387,HASAN DANI,Teknik Sipil (D4)
6893137,TRI SETYO UTAMI,Kepelatihan Olahraga (D4)
6716122,MUHAMMAD REZA,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
6907757,RAIDA AMELIA IFADAH,Teknologi Pangan dan Hasil Pertanian (S1)
6010452,MOHAMMAD FARUK,Pendidikan Kepelatihan Olahraga (S1)
5990055,LENY YUANITA,Pendidikan Sains (S3)
6907882,FAJAR INDRA KUSUMA,Teknik Sipil (D4)
6009372,ARI WAHYUDI,Unknown
260307,CHOIRUL NIKMAH,Pendidikan Administrasi Perkantoran (S1)
6852768,SALMA SHAFRINA AULIA,Gizi (S1)
6010894,SRI POEDJIASTUTI,Unknown
6875619,DESIKA PUTRI MARDIANI,Pendidikan Luar Sekolah (S1)
5988767,ULFI FAIZAH,Pendidikan Biologi (S1)
6893174,SHERRIN NURLITA WIDYA,Bimbingan Dan Konseling (S1)
6009370,MUZAYANAH,Pendidikan Geografi (S2)
6009375,DIAN ARLUPI UTAMI,Administrasi Negara (D4)
6012940,EUIS ISMAYATI,Unknown
5980379,LISETYO ARIYANTI,Sastra Inggris (Kampus Kabupaten Magetan) (S1)
6009308,ARTONO,Pendidikan Sejarah (S1)
6009321,AGUS TRILAKSANA,Pendidikan Sejarah (S1)
6737306,TRI EDLIANI LESTARI,Pendidikan Bahasa Jerman (S1)
5991550,WINARSIH,Biologi (S1)
6010435,PUDJIJUNIARTO,Ilmu Keolahragaan (S2)
6009277,NOVIYANTI,Administrasi Negara (D4)
5996083,DEWI LUTFIATI,Pendidikan Tata Rias (S1)
5992860,RINDAWATI,Pendidikan Geografi (S2)
6008595,DYAH RIANDADARI,Teknik Mesin (D4)
6924573,MOH. ARIF SUSANTO,Sastra Indonesia (S1)
6010643,EVA KRISTINAWATI PUTRI,Pendidikan Biologi (S1)
6009531,SRI MASTUTI PURWANINGSIH,Pendidikan Sejarah (S1)
6757424,FIFIT YETI WULANDARI,Kepelatihan Olahraga (D4)
6010457,IMAM SYAFII,Pendidikan Kepelatihan Olahraga (S1)
5994752,DINDY SINTA MEGASARI,Pendidikan Tata Rias (Kampus Kabupaten Magetan) (S1)
6764774,NANDA AUDIA VRISABA,Psikologi (S1)
6727425,AMBAR KUSUMANINGSIH,Akuntansi (S1)
6909422,PRIYA YOGA PRADANA,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (Kampu (S1)"
6009317,AGUS SATMOKO ADI,Ilmu Politik (S1)
6924688,MOH. AHSAN SHOHIFUR RIZAL,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6756929,ARIF HIDAJAD,Pendidikan Seni Budaya (S2)
5995363,SITI SULANDJARI,Unknown
6010822,SRI SULISTIANI,Unknown
6008435,SUPRIYONO,Unknown
6749545,RIRIN PUSPARINI,Pendidikan Bahasa Inggris (S1)
6018138,YULIA FRANSISCA,Pendidikan Teknik Elektro (S1)
6728409,TAUFIQ HIDAYAT,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6011893,WINARNO,Seni Rupa Murni (S1)
6772463,MILA YUNITA,Bimbingan Dan Konseling (S1)
6777227,ANGGI RAHMAD ZULFIKAR,Teknik Sipil (D4)
6860965,WAHYU MAHESA MIARTA,Ilmu Komunikasi (Kampus Kabupaten Magetan) (S1)
6009882,NURMI FRIDA DORINTAN BERTUA PAKPAHAN,Pendidikan Teknologi Dan Kejuruan (S2)
6922794,FAZA MUHAMMAD SUKARSONO,Manajemen (Kampus Kabupaten Magetan) (S1)
6907942,HANA ANDRININGRUM,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6921547,MOHAMMAD WILDAN HABIBI,Pendidikan Teknologi Informasi (S1)
6009962,MOCHAMAD PURNOMO,Kepelatihan Olahraga (D4)
6741329,HERMA RETNO PRABAYANTI,Ilmu Komunikasi (S1)
6908658,ABDUL FAUZI,Ners (Profesi)
6010978,ARIF BULQINI,Kepelatihan Olahraga (S2)
6687713,HENNY DWI ISWATI,Pendidikan Bahasa Inggris (S1)
6010751,ARI KURNIAWAN,Manajemen Informatika (D4)
6009358,VINDA MAYA SETIANINGRUM,Ilmu Komunikasi (S1)
6010305,HERY TRI SUTANTO,Unknown
6010486,MUHAMAD ROIS ABIDIN,Desain Komunikasi Visual (S1)
6010061,BUDI HERMONO,Ilmu Hukum (S1)
6009259,TSUROYYA,Ilmu Komunikasi (S1)
6160619,PAMUJI,Pendidikan Luar Biasa (S2)
6786521,YOVINZA BETHVINE SOPAHELUWAKAN,Pendidikan Bahasa Jepang (S1)
6010123,INDRI FOGAR SUSILOWATI,Ilmu Hukum (S1)
6758116,NUR SHANTI RETNO PEMBAYUN,Kedokteran (S1)
6787806,NUR ANINDYA SYAMSUDI,Kebidanan (S1)
6010546,SUWARNO IMAM SAMSUL,Unknown
6010901,HIMMAWAN A N,Pendidikan Bahasa Inggris (S1)
6896052,NADIA NUR THAHIRRAH,Bisnis Digital (S1)
6011761,NUR CHAKIM,Pendidikan Bahasa Inggris (S1)
6009322,PRASETYO ISBANDONO,Administrasi Negara (D4)
6718810,MARTINI DWI ENDAH SUSANTI,Informatika (Kampus Kabupaten Magetan) (S1)
6009235,RIYADI,Pendidikan Sejarah (S1)
5996078,NINIK WAHJU HIDAJATI,Teknik Sipil (S1)
6014834,I NENGAH MARIASA,Pendidikan Seni Budaya (S2)
6784954,AULIYA GHAZNA NIZAMI,Ekonomi Islam (S1)
6009349,DIYAH UTAMI,Sosiologi (S1)
6758047,HAPSARI SHINTA CITRA PUSPITA DEWI,Manajemen Olahraga (S1)
6907921,AZIS SURONI,Informatika (Kampus Kabupaten Magetan) (S1)
6010705,HARI WISNU,Unknown
6010608,I GUSTI LANANG PUTRA EKA PRISMANA,Pendidikan Teknologi Informasi (S1)
6877143,ARIKASUCI FITONNA RIDASSEPRI,Pendidikan Kimia (S1)
6014073,I NYOMAN LODRA,Seni Rupa Murni (S1)
6007071,DANANG TANDYONOMANU,Ilmu Komunikasi (S1)
6014073,I NYOMAN LODRA,Seni Rupa Murni (S1)
6783865,MI'ROJUL HUDA,Ilmu Politik (S1)
6009575,I MADE SUWANDA,Unknown
6893639,DEVI MAYA ARISTA,Kebidanan (S1)
6009997,ARITA PUSPITORINI,Unknown
6706523,NURUL HANIFA,Ekonomi (S1)
6839929,MUHAMMAD RIZKY RAMADHAN,Manajemen (Kampus Kabupaten Magetan) (S1)
5977724,LUTHFIYAH NURLAELA,Pendidikan Tata Boga (S1)
6864251,MUHAMAD AFIFUDDIN GHOZALI,Bimbingan Dan Konseling (S1)
6893641,NIDYA COMDECA NURVITRIANA,Pendidikan Profesi Bidan (Profesi)
6010725,NURHAYATI ARITONANG,Teknik Sipil (S1)
6010638,DIASTIAN VINAYA WIJANARKO,Teknik Mesin (S1)
6002282,ARIF WIDODO,Teknik Elektro (S1)
6011142,AMANDA RISTRIANA PATTISINAI,Transportasi (D4)
5991490,DWI FATRIANTO SUYATNO,Sistem Informasi (S1)
6836974,SYAHID AKHMAD FAISOL,Ilmu Hukum (Kampus Kabupaten Magetan) (S1)
6009377,SEPTINA ALRIANINGRUM,Pendidikan Sejarah (S1)
6011642,MUCHLIS ARIEF,Seni Rupa Murni (S1)
6031854,IMA KURROTUN AININ,Pendidikan Luar Biasa (S1)
6955009,DEA DELICIA,Kebidanan (S1)
6673666,MOHAMMAD FATHUR ROHMAN,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (Kampu (S1)"
6117059,YULIYATI,Unknown
6721061,MUHAMMAD MIFTAH FARID,Pendidikan Akuntansi (S1)
6010141,AWANG DHARMAWAN,Ilmu Komunikasi (S1)
6010133,TAMSIL,Ilmu Hukum (S1)
6728019,AYUNITA LELIANA,Sastra Inggris (S1)
6887961,RISQI NOOR HIDAYATI PUTRI,Unknown
6012115,ARI PUJOSUSANTO,Pendidikan Bahasa Jerman (S1)
6014237,AGUSNIAR DIAN SAVITRI,Pendidikan Bahasa Indonesia (S2)
6683590,SISCA DESI PRASTYANINGTIAS,Biologi (S1)
6740539,MEIN KHARNOLIS,Pendidikan Tata Busana (S1)
6010942,DIANITA INDRAWATI,Pendidikan Bahasa Indonesia (S2)
6801987,I GDE AGUNG SRI SIDHIMANTRA,Manajemen Informatika (D4)
6867240,DEWI PUSPITASARI,Teknik Mesin (D4)
6010750,SUVI AKHIRIYAH,Pendidikan Bahasa Inggris (S1)
6009374,AIDA KURNIAWATI,Administrasi Publik (S2)
5991493,ASMUNIN,Manajemen Informatika (D4)
6756970,ARIE REALITA,Fisika (S1)
6057100,ABDUL KHOLIQ,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6010372,GELAR ALI AHMAD,Ilmu Hukum (S1)
6788230,RAMADHAN CAKRA WIBAWA,Informatika (Kampus Kabupaten Magetan) (S1)
6760422,DINAR RIZKY LISTYAPUTRI,Pendidikan Sejarah (S1)
6009082,BUDIYONO,Pendidikan Guru Sekolah Dasar (S1)
6010471,TRINIL DWI TURISTIANI,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6908035,HIDAYATUN MUYASYAROH,Pendidikan Tata Boga (S1)
6904714,IQLIMA NURIL AMINI,Teknik Sipil (S1)
6803667,MUHAMAD RIDLO,Ners (Profesi)
6721043,PUTRI RETNOSARI,Sastra Indonesia (S1)
6010677,RAHAYU DEWI SOEYONO,Gizi (S1)
6872467,SHOBRI FIRMAN SUSANTO,Pendidikan Luar Sekolah (S2)
6821172,DIAH ANGGRAENY,Pendidikan Luar Biasa (S1)
6010677,RAHAYU DEWI SOEYONO,Gizi (S1)
6009690,ELIZABETH TITIEK WINANTI,Unknown
6933207,RIEDEL PAULUS JACOBIS,Unknown
6013880,JAJUK DWI SASANADJATI,"Pendidikan Seni Drama, Tari Dan Musik (S1)"
6011619,HERI MURBIYANTORO,Musik (S1)
6706116,DWI NUR CAHYANI SRI KUSUMANINGTYAS,Sastra Inggris (Kampus Kabupaten Magetan) (S1)
6010491,MASILVA RAYNOX MAEL,Pendidikan Bahasa Jepang (S1)
6905816,NUR AINIYAH,Pendidikan Biologi (S1)
6010699,INTY NAHARI,Pendidikan Tata Busana (S1)
6011450,FAHMI WAHYUNINGSIH,Pendidikan Bahasa Jerman (S1)
6893398,EVY WULANDARI,Pendidikan Profesi Bidan (Profesi)
6974283,DANA AZIZAH RAHMAT,Unknown
6011087,MOH. MUDZAKKIR,Unknown
6645313,DITA AGUSTIA,Unknown
6011048,ENIE WAHYUNING HANDAYANI,"Pendidikan Seni Drama, Tari Dan Musik (S1)"
6011630,NUR WAKHID HIDAYATNO,Seni Rupa Murni (S1)
6706970,DADANG RHUBIDO,Sastra Indonesia (S1)
6688673,MOKHAMAD NUR BAWONO,Ilmu Keolahragaan (S1)
6010528,EKO WAHYUNI RAHAYU,Pendidikan Seni Budaya (S2)
6757357,AGUS SUWAHYONO,Musik (S1)
6784566,SILKANIA SWARIZONA,Ilmu Politik (S1)
6010679,ENY SULISTYOWATI,Ilmu Hukum (S1)
6861033,ADITYA FAHMI NURWAHID,Ilmu Komunikasi (S1)
6893977,ARFIN NURMA HALIDA,Psikologi (S1)
6908218,MIMBAR OKTAVIANA,Bimbingan Dan Konseling (S1)
6737264,AJIE HANIF MUZAQI,Ilmu Administrasi Negara (S1)
6687011,MUKHZAMILAH,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6904986,AMIQ FIKRIYATI,Pendidikan Kimia (S1)
6009096,EDY RIANTO,Unknown
6904986,AMIQ FIKRIYATI,Pendidikan Kimia (S1)
6687011,MUKHZAMILAH,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6727392,IRMA FEBRIYANTI,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6977220,IGOY ARYA BIMO,Teknologi Pangan dan Hasil Pertanian (S1)
6876159,BIMA ANGGANA WIDHIARTA PUTRA,Pendidikan Teknik Mesin (S1)
6817142,ADE FIRMANNANDYA,Ilmu Komunikasi (S1)
6746311,ARDHIE RADITYA,Unknown
6010509,ADAM DAMANHURI,Sastra Inggris (Kampus Kabupaten Magetan) (S1)
6894448,IVO YULIANA,Pendidikan Guru Sekolah Dasar (S1)
257146,ROSA PRAFITRI JUNIARTI,Manajemen (S1)
6925322,MUJAHIDIN FARID,Pendidikan Guru Sekolah Dasar (S1)
6011015,JOKO PRASETYO,Pendidikan Bahasa Jepang (S1)
6756201,SUMARNININGSIH,Pendidikan Bahasa Inggris (S1)
6759163,FITRIANA NUGRAHENI,Gizi (S1)
5990886,UDJANG PAIRIN,Pendidikan Bahasa Dan Sastra Jawa (S1)
6757552,KANYA CATYA,Desain Komunikasi Visual (S1)
6759871,EPHRILIA NOOR FITRIANA,Sastra Inggris (S1)
6796183,UCI ELLY KHOLIDAH,Sastra Inggris (S1)
6096910,AGUNG LUTHFI FAUZAN,Akuakultur (S1)
6759571,ACHMAD WIDODO,Ilmu Keolahragaan (S2)
6008737,WARSONO,Pendidikan Ilmu Pengetahuan Sosial (S3)
6009391,CORRY LIANA,Pendidikan Sejarah (S1)
6010769,SAIFUL ANWAR,Pendidikan Teknik Mesin (S1)
6009085,SUHANADJI,Unknown
6859618,MUKHTAMILATUS SA'DIYAH,Pendidikan Matematika (S1)
6952359,MUHAMMAD FEBRILIAN DWI SYAHPUTRA,Bisnis Digital (S1)
6840055,BIMA YATNA ANUGERAH RAMADHANI,Manajemen (Kampus Kabupaten Magetan) (S1)
6706085,ARIK TRIARSO,Teknik Sipil (D4)
6010711,DHANI KRISTIANDRI,Pendidikan Profesi Guru (Profesi)
6840055,BIMA YATNA ANUGERAH RAMADHANI,Manajemen (Kampus Kabupaten Magetan) (S1)
6010025,SRI USODONINGTYAS,Pendidikan Tata Rias (Kampus Kabupaten Magetan) (S1)
6774576,HARYO KUNTO WIBISONO,Administrasi Negara (D4)
6647278,WENING HESTI NAWA RUCI,Seni Rupa Murni (S1)
6160628,I MADE SRI UNDY MAHARDIKA,Kepelatihan Olahraga (S2)
6009562,BAMBANG SURATMAN,Unknown
6796744,APRILLIA NILASARI,Ekonomi (S1)
6948722,ADHITYA AMARULLOH,Teknologi Pendidikan (Kampus Kabupaten Magetan) (S1)
6010675,NANDA RIMAWATI,Ilmu Keolahragaan (S1)
6010642,PARMIN,Sastra Indonesia (S1)
6908266,MUHAMMAD IMADUDDIN,Teknik Sipil (S1)
6021950,NUR FAUZIA,Pendidikan Bahasa Inggris (S1)
5995401,NUGRAHANI ASTUTI,Pendidikan Tata Boga (S1)
6010325,PRAMITA YAKUB,Pendidikan Biologi (S1)
6009042,LAMIJAN HADI SUSARNO,Teknologi Pendidikan (S2)
6706070,ARIE YUANITA,Sastra Indonesia (S1)
6010642,PARMIN,Sastra Indonesia (S1)
6864430,IRFAN RAMIS,Ekonomi Islam (S1)
6010522,NISE SAMUDRA SASANTI,Unknown
6839948,TIFFANY QORIE,Pendidikan Bahasa Mandarin (S1)
